ParkingZoneID,drvParkingSpaces,Configuration,RestrictedByUse,RestrictedByUseCode,RestrictedByDurationCode,RestrictedByDurationDescription,RestrictedByDuration,Revenue,RestrictedByTimeOfDay,ParkingDailyRate,ParkingHourlyRate,MeterHoursOfOperation,ObservationDate
14376,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,15:16.9
14377,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,13:27.0
14378,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,19:02.0
14379,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,15:17.0
14380,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,15:17.0
14381,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,15:17.0
14382,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,47:30.0
14383,NULL,Not applicable,Short kerb,SK,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,46:37.0
14384,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,45:07.0
14385,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,39:17.0
14386,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,38:24.0
14206,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,00:00.0
14207,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,25:43.0
14208,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,26:00.0
14209,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,27:38.0
14210,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,28:55.0
14211,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,31:49.0
14212,NULL,Not applicable,Short kerb,SK,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,30:12.0
14213,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,29:16.0
14214,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,24:09.0
14215,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,49:36.0
14216,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,31:01.0
14217,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,22:54.0
14399,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,49:59.0
14400,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,43:09.0
14402,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,09:47.0
14404,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,19:02.0
14405,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,08:49.0
14406,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,43:17.1
14408,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,45:18.6
14409,NULL,Not applicable,Kerb build out,K,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,45:19.0
14410,NULL,Not applicable,Kerb build out,K,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,45:19.0
14411,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,07:30.0
14412,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,09:07.0
14413,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,09:40.0
14414,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,05:22.0
14415,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,10:46.0
14218,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,19:02.0
14239,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,19:02.0
14240,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,48:02.0
14241,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,19:02.0
14242,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,21:41.0
14243,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,22:20.0
14244,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,27:38.0
14246,NULL,Not applicable,Short kerb,SK,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,49:46.0
14247,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,48:19.0
14248,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,49:59.0
14249,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,19:02.0
14250,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,19:02.0
14264,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,42:45.0
14265,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,19:02.0
14266,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,19:02.0
14433,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,05:56.0
14434,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,19:02.0
14435,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,04:04.0
14436,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,02:39.0
14438,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,19:02.0
14439,NULL,Not applicable,Short kerb,SK,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,54:41.1
14440,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,14:22.0
14442,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,00:00.0
14443,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,28:22.7
14444,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,33:10.5
14445,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,33:10.0
14267,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,05:18.7
14268,NULL,Not applicable,Short kerb,SK,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,39:59.0
14269,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,05:19.0
14270,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,39:11.0
14271,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,40:12.0
14272,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,38:21.0
14273,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,54:02.0
14274,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,49:36.0
14275,NULL,Not applicable,Kerb build out,K,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,49:36.0
14276,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,26:57.0
14277,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,03:36.0
14300,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,02:24.0
14301,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,11:14.3
14302,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,11:14.0
14303,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,36:11.0
14304,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,35:15.0
14305,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,11:14.0
14076,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,34:58.0
14077,NULL,Not applicable,Kerb build out,K,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,34:29.0
14078,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,50:08.0
14079,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,49:25.0
14080,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,36:35.0
14470,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,15:14.0
14471,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,44:52.0
14472,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,16:39.0
14473,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,44:52.0
14474,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,17:28.0
14475,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,20:21.0
14476,NULL,Parallel,No restriction,None,P120,120 minutes maximum,120,Not metered,Not restricted,NULL,NULL,NULL,20:35.0
14477,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,21:58.0
14478,NULL,Parallel,No restriction,None,P120,120 minutes maximum,120,Not metered,Not restricted,NULL,NULL,NULL,19:47.0
14081,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,35:42.0
14082,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14083,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,33:20.0
14084,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,12:48.0
14085,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14086,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,13:49.0
14087,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14088,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,15:00.0
14089,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14090,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,16:18.0
14306,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,02:24.0
14490,NULL,Parallel,No restriction,None,P120,120 minutes maximum,120,Not metered,Not restricted,NULL,NULL,NULL,34:07.0
14491,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,34:43.0
14492,NULL,Parallel,No restriction,None,P120,120 minutes maximum,120,Not metered,Not restricted,NULL,NULL,NULL,36:06.0
14493,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,36:44.0
14494,NULL,Parallel,No restriction,None,P120,120 minutes maximum,120,Not metered,Not restricted,NULL,NULL,NULL,37:18.0
14495,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,37:53.0
14496,NULL,Parallel,No restriction,None,P120,120 minutes maximum,120,Not metered,Not restricted,NULL,NULL,NULL,38:08.0
14497,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,39:38.0
14498,NULL,Parallel,No restriction,None,P120,120 minutes maximum,120,Not metered,Not restricted,NULL,NULL,NULL,40:42.0
14499,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,41:19.0
14500,NULL,Parallel,No restriction,None,P120,120 minutes maximum,120,Not metered,Not restricted,NULL,NULL,NULL,42:52.0
14501,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,43:38.0
14502,NULL,Parallel,No restriction,None,P120,120 minutes maximum,120,Not metered,Not restricted,NULL,NULL,NULL,44:50.0
14503,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,45:23.0
14504,NULL,Parallel,No restriction,None,P120,120 minutes maximum,120,Not metered,Not restricted,NULL,NULL,NULL,46:09.0
14505,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,46:47.0
14506,NULL,Parallel,No restriction,None,P120,120 minutes maximum,120,Not metered,Not restricted,NULL,NULL,NULL,47:46.0
14507,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,47:58.0
14508,NULL,Parallel,No restriction,None,P120,120 minutes maximum,120,Not metered,Not restricted,NULL,NULL,NULL,49:38.0
14307,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,39:01.0
14308,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,39:31.0
14309,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,02:24.0
14310,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,42:01.0
14311,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,02:24.0
14312,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,40:42.0
14313,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,02:24.0
14314,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,43:08.0
14315,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,02:24.0
14316,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
14317,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,02:24.0
14320,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,02:24.0
14321,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
14091,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14092,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,17:27.0
14525,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,19:14.0
14526,NULL,Parallel,No restriction,None,P120,120 minutes maximum,120,Not metered,Not restricted,NULL,NULL,NULL,18:57.0
14527,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,17:51.0
14528,NULL,Parallel,No restriction,None,P120,120 minutes maximum,120,Not metered,Not restricted,NULL,NULL,NULL,17:16.0
14529,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,15:57.0
14530,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,15:31.0
14531,NULL,Parallel,No restriction,None,P120,120 minutes maximum,120,Not metered,Not restricted,NULL,NULL,NULL,13:56.0
14532,NULL,Parallel,No restriction,None,P120,120 minutes maximum,120,Not metered,Not restricted,NULL,NULL,NULL,20:20.0
14533,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,51:10.0
14534,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,58:44.3
14535,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,08:35.0
14536,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,07:56.0
14537,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,03:58.2
14538,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,46:45.0
14539,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,46:58.0
14093,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14094,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,18:52.0
14095,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14096,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,19:59.0
14097,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14098,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,21:15.0
14099,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14100,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,21:57.0
