ParkingZoneID,drvParkingSpaces,Configuration,RestrictedByUse,RestrictedByUseCode,RestrictedByDurationCode,RestrictedByDurationDescription,RestrictedByDuration,Revenue,RestrictedByTimeOfDay,ParkingDailyRate,ParkingHourlyRate,MeterHoursOfOperation,ObservationDate
14147,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
14148,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
13939,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,10:57.0
13940,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,45:16.0
13941,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,10:57.0
13942,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,46:40.0
13943,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,10:57.0
13944,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,47:56.0
13945,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,50:06.0
13946,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,51:17.0
13949,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,10:57.0
13950,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,50:06.0
13955,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,50:06.0
13961,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,44:36.0
13962,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,49:27.1
13963,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,49:27.0
13964,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,49:21.0
13965,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,10:57.0
13966,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,52:05.0
13967,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,54:20.0
13968,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,10:57.0
13969,NULL,Not applicable,Short kerb,SK,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,57:08.0
13970,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,10:57.0
13971,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,53:34.0
13977,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:17.0
13978,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,10:57.0
13979,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,01:22.0
13980,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,10:57.0
13981,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,02:21.0
13982,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,10:57.0
13983,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,03:18.0
13984,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,04:22.0
13985,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,05:01.0
13986,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,44:15.0
13987,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,44:15.0
13988,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,49:22.5
13989,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,09:39.0
13990,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,14:14.0
13991,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,10:49.0
13992,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,14:14.0
13993,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,12:40.0
13996,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,14:32.0
13997,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,14:14.0
13998,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,15:16.0
14013,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,07:50.0
14014,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,56:11.0
14015,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
14016,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14018,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14019,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
14022,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14023,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
14024,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14025,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
14026,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14027,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
14028,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14029,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
14030,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14031,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
14032,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14033,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
14034,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14035,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
14036,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14037,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
14038,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14039,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
14040,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14219,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,43:47.0
14220,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,19:02.0
14221,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,42:15.0
14222,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,19:02.0
14223,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,41:17.0
14224,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,19:02.0
14225,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,40:31.0
14226,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,19:02.0
14227,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,38:45.0
14229,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,38:25.0
14230,NULL,Not applicable,Short kerb,SK,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,19:02.0
14231,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,19:02.0
14232,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,19:02.0
14233,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,46:42.0
14234,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,26:34.0
14235,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,25:21.0
14236,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,25:02.0
14237,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,24:33.0
14238,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,48:54.0
14046,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
14047,NULL,Not applicable,Kerb build out,K,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
14048,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,52:56.0
14049,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14050,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,51:44.0
14051,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14052,NULL,Not applicable,Short kerb,SK,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,49:55.0
14053,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14054,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,48:01.0
14055,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14056,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,47:01.0
14251,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,46:17.0
14252,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,19:02.0
14253,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,50:42.2
14254,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,51:24.0
14255,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,49:32.0
14256,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,49:36.0
14258,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,55:28.2
14259,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,57:46.3
14260,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,19:02.0
14261,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,44:31.0
14262,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,19:02.0
14263,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,43:33.0
14057,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14058,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,46:01.0
14059,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14060,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,44:41.0
14061,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14062,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,42:52.0
14063,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14064,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,41:59.0
14065,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14066,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,41:02.0
14067,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14068,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,39:47.0
14069,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14070,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,38:45.0
14279,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,28:20.0
14281,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,28:41.0
14283,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,31:53.0
14284,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,11:26.0
14285,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,07:28.0
14286,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,03:15.0
14287,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,01:46.0
14288,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,59:35.0
14289,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,59:22.0
14290,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,58:43.0
14291,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,57:38.0
14295,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,27:35.0
14296,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,02:24.0
14297,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,02:24.0
14298,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,26:06.0
14299,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,25:53.0
14071,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14072,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,37:20.0
14073,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14074,NULL,Not applicable,Short kerb,SK,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,36:40.0
14075,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
13833,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,58:15.0
13834,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,59:07.0
13835,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,00:32.0
13836,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,01:37.0
13837,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,03:03.0
13838,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,03:49.0
13839,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,07:16.0
13840,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,04:42.0
13841,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,45:18.0
13842,NULL,Not applicable,Short kerb,SK,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,40:05.0
13843,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,41:39.0
13844,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,42:27.0
13845,NULL,Angled,No restriction,None,P30,30 minutes maximum,30,Not metered,Not restricted,NULL,NULL,NULL,28:20.0
13846,NULL,Angled,No restriction,None,P30,30 minutes maximum,30,Not metered,Not restricted,NULL,NULL,NULL,32:32.0
13847,NULL,Not applicable,Short kerb,SK,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,31:56.0
14322,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,02:24.0
13903,NULL,Not applicable,Kerb build out,K,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,20:49.7
13904,NULL,Not applicable,Kerb build out,K,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,28:32.8
13905,NULL,Not applicable,Kerb build out,K,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,28:33.0
13906,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,10:57.0
13907,NULL,Not applicable,Short kerb,SK,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,33:25.0
13908,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,10:57.0
13909,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,10:57.0
13910,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,10:57.0
14127,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14128,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
14129,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14130,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
14149,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14150,NULL,Not applicable,Bus stop,B,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,34:59.4
14151,NULL,Parallel,No restriction,None,P120,120 minutes maximum,120,Metered,Not restricted,Not applicable,$3.10,Mon-Sun 9am-6pm,34:59.0
14152,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,52:03.8
14153,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,52:04.0
14155,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,44:44.0
14156,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,43:33.0
14157,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,49:40.0
14158,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,40:34.0
14159,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,46:58.0
14160,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,38:36.0
14161,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,40:58.0
14162,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,40:07.0
14163,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,53:49.0
14164,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,46:24.0
14184,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,35:37.0
14185,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,42:19.0
14186,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,41:56.0
14187,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,44:09.0
14188,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,36:50.0
14189,NULL,Not applicable,No parking,NP,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,49:36.0
14190,NULL,Not applicable,Kerb build out,K,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,47:25.0
14191,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,50:28.0
14192,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
14193,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14194,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
14195,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14196,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
14197,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,46:26.0
14198,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
14199,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14200,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
14201,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14202,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
14203,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14204,NULL,Parallel,No restriction,None,None,Unrestricted,NULL,Not metered,Not restricted,NULL,NULL,NULL,36:40.0
14205,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
14375,NULL,Not applicable,Access/vehicle crossing,A,N/A,Not applicable,NULL,Not applicable,Not applicable,NULL,NULL,NULL,00:00.0
